volunteer_id,data_type,filename,check_level,check_name,final_status,total,pass,fail,review,skip,reason,frames_sampled,detection_gaps,yaw_min,yaw_max,pitch_min,pitch_max
101,face_rgb,101_face_rgb.mp4,video,check_container,PASS,1,1,0,0,0,"container ok (.mp4, 3 channels, codec=FMP4)",,,,,,
101,face_rgb,101_face_rgb.mp4,video,check_duration,PASS,1,1,0,0,0,duration=47.8 >= 40,,,,,,
101,face_rgb,101_face_rgb.mp4,video,check_fps,PASS,1,1,0,0,0,fps=30.00 >= 5,,,,,,
101,face_rgb,101_face_rgb.mp4,video,check_resolution,PASS,1,1,0,0,0,resolution=1920x1080 >= 180x180,,,,,,
101,face_rgb,101_face_rgb.mp4,video,frames_sampled,PASS,1,1,0,0,0,sampled 240 frames,,,,,,
101,face_rgb,101_face_rgb.mp4,sequence,check_turn_sequence,REVIEW,1,0,0,1,0,"structure ok; present=['left', 'right', 'down', 'up']; missing=none; short_holds=1; unconfirmed_gap=False",,,,,,
101,face_rgb,101_face_rgb.mp4,sequence,check_turn_sequence_down,PASS,1,1,0,0,0,down: present as a segment,,,,,,
101,face_rgb,101_face_rgb.mp4,sequence,check_turn_sequence_left,PASS,1,1,0,0,0,left: present as a segment,,,,,,
101,face_rgb,101_face_rgb.mp4,sequence,check_turn_sequence_right,PASS,1,1,0,0,0,right: present as a segment,,,,,,
101,face_rgb,101_face_rgb.mp4,sequence,check_turn_sequence_structure,PASS,1,1,0,0,0,observed: front -> left -> front -> right -> front -> up -> front -> down -> front (matches 'audio_prompt'),,,,,,
101,face_rgb,101_face_rgb.mp4,sequence,check_turn_sequence_up,PASS,1,1,0,0,0,up: present as a segment,,,,,,
101,face_rgb,101_face_rgb.mp4,sequence,check_turn_sequence_up_hold,REVIEW,1,0,0,1,0,up held 5 frame(s) < 10 (too short),,,,,,
101,face_rgb,101_face_rgb.mp4,frame,check_brightness,PASS,219,146,0,0,73,frame=306 non-frontal (label=mid); not judged [judged fail-ratio=0% (max 25%)],,,,,,
101,face_rgb,101_face_rgb.mp4,frame,check_eyes_open,PASS,219,146,0,0,73,frame=306 non-frontal (label=mid); not judged [judged fail-ratio=0% (max 25%)],,,,,,
101,face_rgb,101_face_rgb.mp4,frame,check_face_blur,PASS,219,146,0,0,73,frame=306 non-frontal (label=mid); not judged [judged fail-ratio=0% (max 25%)],,,,,,
101,face_rgb,101_face_rgb.mp4,frame,check_face_detected,PASS,240,219,0,0,21,frame=354 No faces detected; expected gap (peak of left turn) [judged fail-ratio=0% (max 25%)],,,,,,
101,face_rgb,101_face_rgb.mp4,frame,check_face_size,PASS,219,146,0,0,73,frame=306 non-frontal (label=mid); not judged [judged fail-ratio=0% (max 25%)],,,,,,
101,face_rgb,101_face_rgb.mp4,frame,check_head_fully,PASS,219,219,0,0,0,frame=0 Head is fully visible [judged fail-ratio=0% (max 25%)],,,,,,
101,face_rgb,101_face_rgb.mp4,overall,OVERALL,REVIEW,18,16,0,2,0,"review checks: check_turn_sequence, check_turn_sequence_up_hold",240,21,-68.8,59.9,-35.1,35.9
