volunteer_id,data_type,filename,frame_index,time,check_level,check_name,status,reason
002,face_rgb,002_face_rgb.mp4,192,6.400,frame,check_brightness,PASS,frame=192 brightness normal; 35 <= 158 <= 200
002,face_rgb,002_face_rgb.mp4,198,6.600,frame,check_face_detected,PASS,frame=198 face detected
002,face_rgb,002_face_rgb.mp4,198,6.600,frame,check_head_fully,PASS,frame=198 Head is fully visible
002,face_rgb,002_face_rgb.mp4,198,6.600,frame,check_face_size,PASS,frame=198 face=560x696 >= 180x180
002,face_rgb,002_face_rgb.mp4,198,6.600,frame,check_eyes_open,PASS,"frame=198 eyes open (blinkL=0.13, blinkR=0.12 < 0.5)"
002,face_rgb,002_face_rgb.mp4,198,6.600,frame,check_face_blur,PASS,frame=198 blur variance=243.6 >= 90
002,face_rgb,002_face_rgb.mp4,198,6.600,frame,check_brightness,PASS,frame=198 brightness normal; 35 <= 158 <= 200
002,face_rgb,002_face_rgb.mp4,204,6.800,frame,check_face_detected,PASS,frame=204 face detected
002,face_rgb,002_face_rgb.mp4,204,6.800,frame,check_head_fully,PASS,frame=204 Head is fully visible
002,face_rgb,002_face_rgb.mp4,204,6.800,frame,check_face_size,PASS,frame=204 face=559x697 >= 180x180
002,face_rgb,002_face_rgb.mp4,204,6.800,frame,check_eyes_open,PASS,"frame=204 eyes open (blinkL=0.14, blinkR=0.14 < 0.5)"
002,face_rgb,002_face_rgb.mp4,204,6.800,frame,check_face_blur,PASS,frame=204 blur variance=251.3 >= 90
002,face_rgb,002_face_rgb.mp4,204,6.800,frame,check_brightness,PASS,frame=204 brightness normal; 35 <= 158 <= 200
002,face_rgb,002_face_rgb.mp4,210,7.000,frame,check_face_detected,PASS,frame=210 face detected
002,face_rgb,002_face_rgb.mp4,210,7.000,frame,check_head_fully,PASS,frame=210 Head is fully visible
002,face_rgb,002_face_rgb.mp4,210,7.000,frame,check_face_size,PASS,frame=210 face=558x692 >= 180x180
002,face_rgb,002_face_rgb.mp4,210,7.000,frame,check_eyes_open,PASS,"frame=210 eyes open (blinkL=0.15, blinkR=0.16 < 0.5)"
002,face_rgb,002_face_rgb.mp4,210,7.000,frame,check_face_blur,PASS,frame=210 blur variance=241.0 >= 90
002,face_rgb,002_face_rgb.mp4,210,7.000,frame,check_brightness,PASS,frame=210 brightness normal; 35 <= 157 <= 200
002,face_rgb,002_face_rgb.mp4,216,7.200,frame,check_face_detected,PASS,frame=216 face detected
002,face_rgb,002_face_rgb.mp4,216,7.200,frame,check_head_fully,PASS,frame=216 Head is fully visible
002,face_rgb,002_face_rgb.mp4,216,7.200,frame,check_face_size,PASS,frame=216 face=558x697 >= 180x180
002,face_rgb,002_face_rgb.mp4,216,7.200,frame,check_eyes_open,PASS,"frame=216 eyes open (blinkL=0.14, blinkR=0.16 < 0.5)"
002,face_rgb,002_face_rgb.mp4,216,7.200,frame,check_face_blur,PASS,frame=216 blur variance=246.0 >= 90
002,face_rgb,002_face_rgb.mp4,216,7.200,frame,check_brightness,PASS,frame=216 brightness normal; 35 <= 157 <= 200
002,face_rgb,002_face_rgb.mp4,222,7.400,frame,check_face_detected,PASS,frame=222 face detected
002,face_rgb,002_face_rgb.mp4,222,7.400,frame,check_head_fully,PASS,frame=222 Head is fully visible
002,face_rgb,002_face_rgb.mp4,222,7.400,frame,check_face_size,PASS,frame=222 face=558x700 >= 180x180
002,face_rgb,002_face_rgb.mp4,222,7.400,frame,check_eyes_open,PASS,"frame=222 eyes open (blinkL=0.14, blinkR=0.16 < 0.5)"
002,face_rgb,002_face_rgb.mp4,222,7.400,frame,check_face_blur,PASS,frame=222 blur variance=262.4 >= 90
