volunteer_id,data_type,filename,check_name,status,reason,frame_index
104,face_rgb,104_face_rgb.mp4,check_container,PASS,"container ok (.mp4, 3 channels, codec=h264)",,
104,face_rgb,104_face_rgb.mp4,check_fps,PASS,fps=59.98 >= 5,,
104,face_rgb,104_face_rgb.mp4,check_duration,PASS,duration=50.3 >= 40,,
104,face_rgb,104_face_rgb.mp4,check_resolution,PASS,resolution=1080x1080 >= 180x180,,
104,face_rgb,104_face_rgb.mp4,check_face_detected,PASS,frame=0 face ok,0,0
104,face_rgb,104_face_rgb.mp4,check_face_size,PASS,frame=0 face=525x633 >= 180x180,0,0
104,face_rgb,104_face_rgb.mp4,check_head_fully,PASS,frame=0 Head is fully visible,0,0
104,face_rgb,104_face_rgb.mp4,check_eyes_open,PASS,"frame=0 eyes open (L=0.37, R=0.37 > 0.37)",0,0
104,face_rgb,104_face_rgb.mp4,check_face_blur,PASS,frame=0 blur variance=307.2 >= 90,0,0
104,face_rgb,104_face_rgb.mp4,check_brightness,PASS,frame=0 brightness=148 status=normal,0,0
104,face_rgb,104_face_rgb.mp4,check_face_detected,PASS,frame=12 face ok,12,12
104,face_rgb,104_face_rgb.mp4,check_face_size,PASS,frame=12 face=524x639 >= 180x180,12,12
104,face_rgb,104_face_rgb.mp4,check_head_fully,PASS,frame=12 Head is fully visible,12,12
104,face_rgb,104_face_rgb.mp4,check_eyes_open,PASS,"frame=12 eyes open (L=0.37, R=0.38 > 0.37)",12,12
104,face_rgb,104_face_rgb.mp4,check_face_blur,PASS,frame=12 blur variance=252.9 >= 90,12,12
104,face_rgb,104_face_rgb.mp4,check_brightness,PASS,frame=12 brightness=148 status=normal,12,12
104,face_rgb,104_face_rgb.mp4,check_face_detected,PASS,frame=24 face ok,24,24
104,face_rgb,104_face_rgb.mp4,check_face_size,PASS,frame=24 face=524x636 >= 180x180,24,24
104,face_rgb,104_face_rgb.mp4,check_head_fully,PASS,frame=24 Head is fully visible,24,24
