volunteer_id,data_type,filename,check_level,check_name,final_status,total,pass,fail,review,skip,reason,frames_sampled,detection_gaps,yaw_min,yaw_max,pitch_min,pitch_max
101,face_rgb,101_face_rgb.mp4,video,check_container,PASS,1,1,0,0,0,"container ok (.mp4, 3 channels, codec=h264)",,,,,,
101,face_rgb,101_face_rgb.mp4,video,check_duration,FAIL,1,0,1,0,0,duration=27.6 < 40,,,,,,
101,face_rgb,101_face_rgb.mp4,video,check_fps,PASS,1,1,0,0,0,fps=30.00 >= 5,,,,,,
101,face_rgb,101_face_rgb.mp4,video,check_resolution,PASS,1,1,0,0,0,resolution=1080x1080 >= 180x180,,,,,,
101,face_rgb,101_face_rgb.mp4,video,frames_sampled,PASS,1,1,0,0,0,sampled 139 frames,,,,,,
101,face_rgb,101_face_rgb.mp4,sequence,check_turn_sequence,REVIEW,1,0,0,1,0,"structure mismatch; present=['right']; missing=['left', 'down', 'up']; short_holds=11; unconfirmed_gap=True",,,,,,
101,face_rgb,101_face_rgb.mp4,sequence,check_turn_sequence_down,FAIL,1,0,1,0,0,down: not present in segments,,,,,,
101,face_rgb,101_face_rgb.mp4,sequence,check_turn_sequence_front_hold,REVIEW,3,0,0,3,0,front held 3 frame(s) < 10 (too short),,,,,,
101,face_rgb,101_face_rgb.mp4,sequence,check_turn_sequence_left,FAIL,1,0,1,0,0,left: not present in segments,,,,,,
101,face_rgb,101_face_rgb.mp4,sequence,check_turn_sequence_left_hold,REVIEW,2,0,0,2,0,left held 6 frame(s) < 10 (too short),,,,,,
101,face_rgb,101_face_rgb.mp4,sequence,check_turn_sequence_right,PASS,1,1,0,0,0,right: present as a segment,,,,,,
101,face_rgb,101_face_rgb.mp4,sequence,check_turn_sequence_structure,REVIEW,1,0,0,1,0,observed: front -> right -> front; matches no accepted order,,,,,,
101,face_rgb,101_face_rgb.mp4,sequence,check_turn_sequence_up,FAIL,1,0,1,0,0,up: not present in segments,,,,,,
101,face_rgb,101_face_rgb.mp4,sequence,check_turn_sequence_up_hold,REVIEW,6,0,0,6,0,up held 1 frame(s) < 10 (too short),,,,,,
101,face_rgb,101_face_rgb.mp4,frame,check_brightness,PASS,125,79,0,0,46,frame=300 non-frontal (label=up); not judged [judged fail-ratio=0% (max 25%)],,,,,,
101,face_rgb,101_face_rgb.mp4,frame,check_eyes_open,PASS,125,79,0,0,46,frame=300 non-frontal (label=up); not judged [judged fail-ratio=0% (max 25%)],,,,,,
101,face_rgb,101_face_rgb.mp4,frame,check_face_blur,PASS,125,79,0,0,46,frame=300 non-frontal (label=up); not judged [judged fail-ratio=0% (max 25%)],,,,,,
101,face_rgb,101_face_rgb.mp4,frame,check_face_detected,PASS,139,125,0,14,0,frame=330 No faces detected [judged fail-ratio=0% (max 25%)],,,,,,
101,face_rgb,101_face_rgb.mp4,frame,check_face_size,PASS,125,79,0,0,46,frame=300 non-frontal (label=up); not judged [judged fail-ratio=0% (max 25%)],,,,,,
101,face_rgb,101_face_rgb.mp4,frame,check_head_fully,PASS,125,125,0,0,0,frame=0 Head is fully visible [judged fail-ratio=0% (max 25%)],,,,,,
101,face_rgb,101_face_rgb.mp4,overall,OVERALL,FAIL,20,11,4,5,0,"failed checks: check_duration, check_turn_sequence_down, check_turn_sequence_left, check_turn_sequence_up",139,14,-72.8,69.1,6.4,26.3
