volunteer_id,data_type,filename,check_name,status,reason,frame_index
002,face_rgb,002_face_rgb.mp4,check_container,PASS,"container ok (.mp4, 3 channels, codec=h264)",,
002,face_rgb,002_face_rgb.mp4,check_fps,PASS,fps=30.00 >= 5,,
002,face_rgb,002_face_rgb.mp4,check_duration,PASS,duration=47.8 >= 40,,
002,face_rgb,002_face_rgb.mp4,check_resolution,PASS,resolution=1920x1080 >= 180x180,,
002,face_rgb,002_face_rgb.mp4,check_face_detected,PASS,frame=0 face ok,0,0
002,face_rgb,002_face_rgb.mp4,check_face_size,PASS,frame=0 face=564x699 >= 180x180,0,0
002,face_rgb,002_face_rgb.mp4,check_head_fully,PASS,frame=0 Head is fully visible,0,0
002,face_rgb,002_face_rgb.mp4,check_eyes_open,PASS,"frame=0 eyes open (L=0.38, R=0.40 > 0.37)",0,0
002,face_rgb,002_face_rgb.mp4,check_face_blur,PASS,frame=0 blur variance=267.0 >= 90,0,0
002,face_rgb,002_face_rgb.mp4,check_brightness,PASS,frame=0 brightness=152 status=normal,0,0
002,face_rgb,002_face_rgb.mp4,check_face_detected,PASS,frame=6 face ok,6,6
002,face_rgb,002_face_rgb.mp4,check_face_size,PASS,frame=6 face=566x697 >= 180x180,6,6
002,face_rgb,002_face_rgb.mp4,check_head_fully,PASS,frame=6 Head is fully visible,6,6
002,face_rgb,002_face_rgb.mp4,check_eyes_open,PASS,"frame=6 eyes open (L=0.38, R=0.39 > 0.37)",6,6
002,face_rgb,002_face_rgb.mp4,check_face_blur,PASS,frame=6 blur variance=225.2 >= 90,6,6
002,face_rgb,002_face_rgb.mp4,check_brightness,PASS,frame=6 brightness=153 status=normal,6,6
002,face_rgb,002_face_rgb.mp4,check_face_detected,PASS,frame=12 face ok,12,12
002,face_rgb,002_face_rgb.mp4,check_face_size,PASS,frame=12 face=561x697 >= 180x180,12,12
002,face_rgb,002_face_rgb.mp4,check_head_fully,PASS,frame=12 Head is fully visible,12,12
002,face_rgb,002_face_rgb.mp4,check_eyes_open,PASS,"frame=12 eyes open (L=0.38, R=0.39 > 0.37)",12,12
002,face_rgb,002_face_rgb.mp4,check_face_blur,PASS,frame=12 blur variance=253.1 >= 90,12,12
002,face_rgb,002_face_rgb.mp4,check_brightness,PASS,frame=12 brightness=153 status=normal,12,12
002,face_rgb,002_face_rgb.mp4,check_face_detected,PASS,frame=18 face ok,18,18
002,face_rgb,002_face_rgb.mp4,check_face_size,PASS,frame=18 face=557x687 >= 180x180,18,18
002,face_rgb,002_face_rgb.mp4,check_head_fully,PASS,frame=18 Head is fully visible,18,18
