volunteer_id,data_type,filename,check_level,check_name,final_status,total,pass,fail,review,skip,reason,frames_sampled,detection_gaps,yaw_min,yaw_max,pitch_min,pitch_max
003,face_rgb,003_face_rgb.mp4,video,check_container,PASS,1,1,0,0,0,"container ok (.mp4, 3 channels, codec=h264)",,,,,,
003,face_rgb,003_face_rgb.mp4,video,check_duration,PASS,1,1,0,0,0,duration=44.3 >= 40,,,,,,
003,face_rgb,003_face_rgb.mp4,video,check_fps,PASS,1,1,0,0,0,fps=59.94 >= 5,,,,,,
003,face_rgb,003_face_rgb.mp4,video,check_resolution,PASS,1,1,0,0,0,resolution=1920x1080 >= 180x180,,,,,,
003,face_rgb,003_face_rgb.mp4,video,frames_sampled,PASS,1,1,0,0,0,sampled 46 frames,,,,,,
003,face_rgb,003_face_rgb.mp4,sequence,check_turn_sequence,FAIL,1,0,1,0,0,"structure ok; present=['left', 'right', 'down', 'up']; missing=none; short_holds=1; unconfirmed_gap=False",,,,,,
003,face_rgb,003_face_rgb.mp4,sequence,check_turn_sequence_down,PASS,1,1,0,0,0,down: present as a segment,,,,,,
003,face_rgb,003_face_rgb.mp4,sequence,check_turn_sequence_left,PASS,1,1,0,0,0,left: present as a segment,,,,,,
003,face_rgb,003_face_rgb.mp4,sequence,check_turn_sequence_right,PASS,1,1,0,0,0,right: present as a segment,,,,,,
003,face_rgb,003_face_rgb.mp4,sequence,check_turn_sequence_right_hold,FAIL,1,0,1,0,0,right held 1 frame(s) < 2 (too short),,,,,,
003,face_rgb,003_face_rgb.mp4,sequence,check_turn_sequence_structure,PASS,1,1,0,0,0,observed: front -> left -> front -> right -> front -> up -> front -> down -> front (matches 'audio_prompt'),,,,,,
003,face_rgb,003_face_rgb.mp4,sequence,check_turn_sequence_up,PASS,1,1,0,0,0,up: present as a segment,,,,,,
003,face_rgb,003_face_rgb.mp4,frame,check_brightness,PASS,45,27,0,0,18,frame=0 non-frontal (label=right); not judged [judged fail-ratio=0% (max 25%)],,,,,,
003,face_rgb,003_face_rgb.mp4,frame,check_eyes_open,PASS,45,27,0,0,18,frame=0 non-frontal (label=right); not judged [judged fail-ratio=0% (max 25%)],,,,,,
003,face_rgb,003_face_rgb.mp4,frame,check_face_blur,FAIL,45,0,27,0,18,frame=60 blur variance=49.1 < 90 [judged fail-ratio=100% (max 25%)],,,,,,
003,face_rgb,003_face_rgb.mp4,frame,check_face_detected,PASS,46,45,0,0,1,frame=1140 No faces detected; expected gap (peak of right turn) [judged fail-ratio=0% (max 25%)],,,,,,
003,face_rgb,003_face_rgb.mp4,frame,check_face_size,PASS,45,27,0,0,18,frame=0 non-frontal (label=right); not judged [judged fail-ratio=0% (max 25%)],,,,,,
003,face_rgb,003_face_rgb.mp4,frame,check_head_fully,PASS,45,45,0,0,0,frame=0 Head is fully visible [judged fail-ratio=0% (max 25%)],,,,,,
003,face_rgb,003_face_rgb.mp4,overall,OVERALL,FAIL,18,15,3,0,0,"failed checks: check_turn_sequence, check_turn_sequence_right_hold, check_face_blur",46,1,-63.2,58.0,-28.6,29.6
